text,emotion,field
I've been trying to solve this CAD modeling bug for hours and it's still failing!,Frustrated,Engineering
The class on thermodynamic laws is moving at a snail's pace. I'm so disengaged.,Bored,Physics
Can someone explain how rhetorical devices works? I am totally confused.,Confused,Literature
This compiler error in post-colonial literature is driving me crazy! It makes no sense.,Frustrated,Literature
I find feedback control loops incredibly tedious. It is just rote repetition.,Bored,Engineering
I'm really struggling to grasp the core concept of memory allocation.,Confused,Computer Science
I have read this section on character development three times and still don't understand it.,Confused,Literature
Why do we need to memorize these special relativity formulas? It feels so pointless.,Bored,Physics
Another lecture on partial derivatives? I'd rather do anything else right now.,Bored,Mathematics
This lecture on perception thresholds was fascinating! Where can I read more about it?,Curious,Psychology
I don't see the relevance of multithreading to real life. It is just empty theory.,Bored,Computer Science
I want to explore the history and development of thematic analysis theories.,Curious,Literature
I've spent the whole weekend on feedback control loops and made absolutely zero progress.,Frustrated,Engineering
I have read this section on structuralism three times and still don't understand it.,Confused,Literature
I don't see the relevance of marketing strategies to real life. It is just empty theory.,Bored,Business
I'm curious to see what happens if we change the parameters in social influence.,Curious,Psychology
I'm really struggling to grasp the core concept of gas laws.,Confused,Chemistry
This is an interesting perspective on colonialism. How does it compare to others?,Curious,History
I'm curious to see what happens if we change the parameters in limits and continuity.,Curious,Mathematics
The lecture on gene splicing went way too fast. I have no idea what's going on.,Confused,Biology
I don't see the relevance of gradient descent to real life. It is just empty theory.,Bored,Computer Science
I'm curious to see what happens if we change the parameters in recursion.,Curious,Computer Science
I'm interested in working on a research project related to gas laws.,Curious,Chemistry
I have read this section on behavior modification three times and still don't understand it.,Confused,Psychology
I'm interested in working on a research project related to treaty negotiations.,Curious,History
I'm making great progress in integrals. It's all clicking so fast.,Confident,Mathematics
I'm interested in working on a research project related to memory allocation.,Curious,Computer Science
I don't get the relationship between these variables in covalent bonding.,Confused,Chemistry
What is the mathematical connection between perception thresholds and other fields?,Curious,Psychology
I've been trying to solve this market segmentation bug for hours and it's still failing!,Frustrated,Business
Are there any advanced applications of organic synthesis in modern industry?,Curious,Chemistry
What is the mathematical connection between treaty negotiations and other fields?,Curious,History
How do researchers solve the open problems in nuclear fission?,Curious,Physics
Can we apply DNA replication concepts to solve this other problem?,Curious,Biology
This error message in projectile motion is completely useless. I am stuck.,Frustrated,Physics
I've mastered the core concepts of treaty negotiations. Bring on the advanced stuff!,Confident,History
This chemical equilibrium assignment is a nightmare. It is way too hard.,Frustrated,Chemistry
I'm curious to see what happens if we change the parameters in thermochemistry.,Curious,Chemistry
This compiler error in memory retrieval is driving me crazy! It makes no sense.,Frustrated,Psychology
This is an interesting perspective on memory retrieval. How does it compare to others?,Curious,Psychology
Can someone explain how integrals works? I am totally confused.,Confused,Mathematics
I'm really struggling to grasp the core concept of Fourier series.,Confused,Mathematics
This compiler error in personality traits is driving me crazy! It makes no sense.,Frustrated,Psychology
I've been trying to solve this matrix multiplication bug for hours and it's still failing!,Frustrated,Mathematics
Why does linear transformations behave this way? It seems very counterintuitive.,Confused,Mathematics
I find developmental stages incredibly tedious. It is just rote repetition.,Bored,Psychology
I've been listening to this talk on action potentials for an hour and nothing is happening.,Bored,Biology
I am stuck on this genre conventions question. The instructions are very unclear.,Confused,Literature
